;meta[language=cleartext]
; id      |key(hex)|key(str)| text
    320960|00000000||ﻟﻦ أدﻋﮭﻢ ﯾﺄﺧﺬوﻧﻚ.
    320972|00000000||ﻟﻦ أدﻋﮭﻢ ﯾﺄﺧﺬوﻧﻚ، ھﻞ ﺗﻌﻠﻤﯿﻦ ذﻟﻚ؟
    320974|00000000||أﻋﻠﻢ.
    561082|00000000||ﯾﺠﺐ أن ﺗﺒﺘﻌﺪي ﻋﻦ اﻟﻤﺘﺎﻋﺐ واﻟﻤﺨﺎطﺮ.
    320982|00000000||ﻻ ﺗﻌﺎﻣﻠﻨﻲ ﻛﻄﻔﻠﺔ.
    320984|00000000||ﻟﻢ أﻋﺎﻣﻠﻚ ﻛﻄﻔﻠﺔ ﺣﺘﻰ ﻋﻨﺪﻣﺎ ﻛﻨﺖِ طﻔﻠﺔ ﺑﺎﻟﻔﻌﻞ.
    320986|00000000||ﺗﻌﺠﺒﻨﻲ اﺑﺘﺴﺎﻣﺘﻚ.
    320988|00000000||ﺗﻌﺎلَ ھﻨﺎ.
    320990|00000000||ﺳﯿﻜﻮن ﻛﻞ ﺷﻲء ﻋﻠﻰ ﻣﺎ ﯾﺮام.
    320964|00000000||إﻧﮭﻢ ﯾﻼﺣﻘﻮﻧﻚ. ﻓﻤﮭﻤﺎ ﺣﺪث، ﻻ ﯾﻤﻜﻦ أن ﺗﻌﺮﺿﻲ ﻧﻔﺴﻚ ﻟﻠﺨﻄﺮ.
    320966|00000000||ھﻞ ﺗﺮﯾﺪﻧﻲ أن أﺟﻠﺲ وأﻧﺘﻈﺮ ﻓﻲ ﻣﻜﺎﻧﻲ، ﺑﯿﻨﻤﺎ ﯾﺨﺎطﺮ اﻵﺧﺮون ﺑﺤﯿﺎﺗﮭﻢ ﻣﻦ أﺟﻠﻲ؟
    320968|00000000||أﻧﺼﺘﻲ إﻟﻰّ ھﺬه اﻟﻤﺮة - ﻻ ﺗﺘﻮﻟﻲ ﻣﺴﺆوﻟﯿﺔ ھﺬه اﻷﻣﻮر ﺑﻨﻔﺴﻚ.
    320958|00000000||ﺗﺬﻛﺮي، ﻻ ﯾﻤﻜﻦ أن ﺗﻌﺮﺿﻲ ﻧﻔﺴﻚ ﻟﻠﺨﻄﺮ.
