;meta[language=cz]
; id      |key(hex)|key(str)| text
   1025017|00000000||Vypadni!
   1047646|00000000||Přicházejí pořád další!
   1047648|00000000||Nemůžeme doufat, že je porazíme všechny!
   1047650|00000000||Jakmile se portál otevře, musíš tam skočit za mnou!
    569327|00000000||No páni!
    569320|00000000||Je někdo doma?
    572535|00000000||Kdo jste?
    569322|00000000||Přátelé. Máš doma rodiče?
    569323|00000000||Jo, ale maj práci. Mamka honí taťku s pánví. Protože, eh... vopindal nějakou slečnu.
    572546|00000000||Ehm. Vopíchal.
    569324|00000000||Chápu. Tak je nebudeme rušit. Pustíš nás dál?
    572548|00000000||Pustím.
    454814|00000000||Konečně.
    538457|00000000||Tohle je Tir ná Lia?
    454816|00000000||Palác Probuzení, bývalý Měsíční palác. Ge'elsovo ústředí.
    569351|00000000||Mami!
    454824|00000000||{Que aynimm rhovir'le? } [Jak jen nazveš?]
    312001|00000000||{No rhovir'le. } [Nenazvu.]
    312005|00000000||{Ledwedd varlledu cyall, no ghar. } [Obrazy by měly obsahovat pocity, nikoli slova.]
    312007|00000000||{Emw a ledwedd... Es dallistro thrbíoch, que déacum'le elaine. } [Pojmenovat obraz... znamená zničit rozmanitost významů, která jej činí krásným.]
   1069326|e0351e50||Truhlice
    170734|00017dcc||Chlapec
   1008086|00000000||Avallac'hu?
   1009442|00000000||Skvělý. Další průchod budu muset najít sám.
   1008085|00000000||Další poušť?
    538231|00000000||Co je to za svět?
    538345|00000000||Kde to jsme? Ve světě Aen Elle?
    538428|00000000||Ne. Tohle je Tedd Deireadh, Čas konce. Toto je svět zničený Bílou zimou.
    538429|00000000||Bohužel nás to čeká všechny, ačkoliv v různých fázích naší existence.
    584026|00000000||Říkáš to tak klidně…
    584028|00000000||Eredin tomuto uvědomění podlehl. Nyní jej ovládá strach. Já se stejné chyby nedopustím.
    584030|00000000||Nechceš to vysvětlit?
    584032|00000000||Ne tady, ne teď.
    585952|00000000||Proč je Ge'els tak důležitý?
    585954|00000000||Chytit toho Ge'else se ukazuje jako pěkná štreka, ale pořád nevím, proč je tak důležitý.
    585956|00000000||Eredin se od krále, kterého zabil, liší. Zajímá ho samoúčelná moc, na úředničinu nemá trpělivost.
    585958|00000000||Většinu času tráví v sedle svého oře v čele Rudých jezdců. Takže co potřebuje v hlavním městě? Dobrého místokrále.
