;meta[language=cleartext]
; id      |key(hex)|key(str)| text
    569503|00000000||¡Un brujo! ¡Lo único que faltaba!
    569499|00000000||Dijeron que me recibirían a primera hora de la mañana. ¡Y ya es mediodía!
    569502|00000000||Cálmate.
    569915|00000000||¿Qu...? ¡¿Quéee?! ¿Sabes con quién estás hablando, soldado? ¡Soy Herevard Segundo, príncipe de Ellander!
    569917|00000000||¡Encima que me hacen esperar como a un pedigüeño, y tengo que hacerlo junto a un tintorero!
    569919|00000000||Curtidor. Maestro del gremio de curtidores.
    569921|00000000||¡Como si hubiese una gran diferencia! Exijo que...
    569923|00000000||Tranquilízate.
    569925|00000000||El emperador exige silencio. Los que lo molesten se enfrentarán a un duro castigo. Sin importar su linaje.
    569487|00000000||Sígame, caballero. Por favor.
    569488|00000000||No se aleje. Hay muchos invitados honorables en el palacio, a los que el caballero...
    569489|00000000||...desprecia.
    569961|00000000||...no debe molestar.
    570594|00000000||Cuando esté listo, reúnase conmigo para recuperar sus pertenencias.
    570583|00000000||¿No tiene el caballero prisa por ver a la hechicera?
    570581|00000000||¿No le he pedido que...?
   1044413|00000000||El caballero podrá pasear más tarde. Por favor, sígame.
    570571|00000000||¿No lo ha entendido el caballero? ¿No le dejé bien claro que uno debe hacer una reverencia ante el emperador?
    570573|00000000||Relájate. No ha pasado nada.
    570575|00000000||Al caballero no. Pero a mí me castigarán.
    570577|00000000||¿Cómo?
    570579|00000000||No se aleje y no moleste a nadie. Ya hemos infringido bastantes normas de etiqueta en un día.
   1048792|00000000||El ataque tomó por sorpresa a los kaedweni. Aún estaban llorando la pérdida de su rey. Abatidos y faltos de un líder, depusieron sus armas tras unas cuantas refriegas perdidas... y se unieron a Radovid.
   1048383|00000000||¿Qué hay de Kovir?
   1048389|00000000||¿Qué hay de Kovir?
   1048391|00000000||Kovir valora su neutralidad. Les basta con no prestar sus ejércitos, o mejor aún, su dinero a ninguno de los bandos.
   1048393|00000000||Volviendo a la guerra... Esta primavera hubo una gran batalla en los pantanos de Velen. Enorme, pero no decisiva. Ambos bandos sufrieron innumerables bajas. Fue algo sin precedentes.
   1048396|00000000||Radovid se retiró más allá del Pontar. Por ahora está a salvo, hasta que recibamos refuerzos del sur. Entonces el emperador Emhyr var Emreis se ocupará de él de una vez por todas.
   1048398|00000000||¿Y no podrían irse a casa sin más? Ahorrarían a todo el mundo muchas caminatas, por no mencionar vidas humanas.
   1048400|00000000||Nos jugamos demasiado para retirarnos ahora. Debemos apostarlo todo.
   1048385|00000000||¿Y esa admiración que detecto en tu voz?
   1048387|00000000||Radovid es nuestro enemigo, pero no puedo negar que es astuto. Nos engañó como si fuéramos niños.
   1048375|00000000||¿Detecto cierta admiración?
   1048819|00000000||Y así, en primavera, en lugar de dos enemigos débiles, teníamos un solo enemigo poderoso.
   1048790|00000000||Los kaedweni estaban totalmente desprevenidos. El rey Henselt luchó en primera línea, como siempre... y allí murió. Sus soldados se desmoralizaron y se unieron a las filas de Radovid.
   1048684|00000000||¿Cómo va la guerra? Ya sabes, además del triunfo inminente de Nilfgaard.
   1048687|00000000||Doy por hecho que esto es una conversación privada. No hay testigos, así que prescindamos de la propaganda, incluso si está envuelta en ironía.
   1048690|00000000||Nuestra ofensiva iba de maravilla hasta que llegó el invierno. El caos en Aedirn era tal que no hallamos resistencia. Habíamos alcanzado el Pontar antes de las primeras nevadas.
   1048692|00000000||Solo quedaba una debilitada Kaedwen... y la Redania de Radovid, que había ignorado la llamada de auxilio del resto del norte. Creíamos que harían un llamamiento a la paz, o que incluso se someterían al vasallaje. Esperamos hasta la primavera, seguros de nuestra victoria.
   1048695|00000000||¿Radovid? ¿Someterse?
   1048697|00000000||Sí, una vana esperanza, debo admitirlo. Radovid no envió ningún emisario ni avanzó sobre nuestras posiciones. En su lugar, marchó sobre las Montañas nevadas del cernícalo... y atacó Kaedwen. A sus aliados.
   1048342|00000000||¿Cómo va la guerra?
   1041275|00000000||¿Alguna noticia sobre Novigrado? ¿Aún es libre la ciudad libre?
   1048488|00000000||Sí. Aunque todo el mundo sabe que por poco tiempo. Radovid está en Oxenfurt, y el emperador aquí, en Wyzima. Ambos andan cerca de Novigrado, y ambos necesitan dinero y barcos, algo que Novigrado puede proporcionarles.
   1048490|00000000||Esa es la razón de que el ambiente esté tan tenso en la ciudad.
   1048492|00000000||¿Qué quieres decir?
   1048494|00000000||¿Qué hacen los hombres para lidiar con el miedo? Buscan seguridad... y chivos expiatorios. La Iglesia del Fuego eterno lo sabe, y por eso promete mejorar las vidas de su rebaño señalando a los culpables.
   1048496|00000000||¿Quién empezó la guerra? ¿Quién se beneficia de ella? Es obvio: magos, elfos, enanos... En resumidas cuentas, los que son diferentes.
   1048498|00000000||Llevo trece años destinado en Novigrado. Primero como cónsul y después como embajador. He visto de todo. Crueldad, cinismo, codicia... Pero lo que está pasando ahora me da escalofríos.
   1041259|00000000||¿Qué novedades hay en Novigrado?
   1041283|00000000||¿Qué novedades hay sobre Skellige?
   1048519|00000000||Nada. Y los isleños se enorgullecen de eso mismo. De hacer todo según manda la tradición. Como hacían sus antepasados.
   1048521|00000000||Y al igual que sus antepasados, se pelean entre ellos. Se dedican al pillaje y en ocasiones atacan nuestros transportes. Es una molestia, pero poco más. Skellige siempre ha estado al margen de la historia. Y lo seguirá estando.
   1048523|00000000||Pareces muy seguro. ¿Y si el rey Bran consigue unir a los jarl y enviar a todos los clanes a luchar contra su flota?
   1048525|00000000||El rey Bran es un anciano débil. Por lo que sé, apenas es capaz de recordar los nombres de sus vasallos... Le será muy difícil conseguir que se unan.
   1041260|00000000||¿Qué noticias llegan de Skellige?
   1041293|00000000||Gracias por tu ayuda.
   1048344|00000000||No hay de qué. Que el Gran Sol ilumine tu Senda.
   1041261|00000000||Gracias por tu ayuda.
   1041258|00000000||¿Cómo están las cosas en Velen?
   1041263|00000000||¿Cómo pintan las cosas en Velen?
   1041269|00000000||Tan mal como siempre, o quizá peor.
   1041271|00000000||Esta nunca fue la tierra prometida, pero ahora está empapada de sangre. Los ejércitos la han invadido varias veces, han pisoteado campos, saqueado graneros, incendiado aldeas... El hambre atenaza a la población.
   1048476|00000000||Ajá. ¿Y cómo te va gobernando semejante paraíso terrenal?
   1048481|00000000||Si te soy sincero, no muy bien. Andamos escasos de hombres, y Velen está formada en su mayor parte por bosques pantanosos difíciles de controlar. Hemos perdido a varias patrullas en ellos.
   1048483|00000000||Por eso hemos delegado temporalmente el gobierno de esta región en un norteño. Un antiguo oficial de bajo rango del ejército temerio, un tal Philip Stenger, más conocido por su nombre de guerra, el Barón sanguinario.
   1048485|00000000||Mi consejo es que lo evites.
   1041253|00000000||¿Embajador var Attre?
   1048334|00000000||Yennefer me sugirió que te preguntara sobre la actualidad. La guerra y todo eso.
   1048336|00000000||Por supuesto. Los sirvientes del emperador no deberían tener secretos entre ellos. Por favor, acércate al mapa.
   1041257|00000000||¿Sí, Geralt? ¿Algo más?
   1041255|00000000||El mismo. Y tú debes ser Geralt. El brujo al que llaman el Lobo blanco... o el Carnicero de Blaviken.
   1048332|00000000||Geralt está bien, la verdad.
   1077546|0aa7b54a||Guardia
   1048536|00000000||¿Ya has afilado la pluma? ¿Sí? Entonces transcribe.
   1048538|00000000||La verdadera autoridad de Novigrado no es el consejo municipal o el gremio de comerciantes, sino la Iglesia del Fuego eterno y el hampa.
   1048546|00000000||A veces es difícil diferenciar a unos de otros. Ambos hacen gala de una crueldad y un cinismo que...
   1048548|00000000||Por favor, Excelencia, más despacio. No puedo seguirlo.
