;meta[language=ru]
; id      |key(hex)|key(str)| text
    581146|00000000||А-а-а!
    581147|00000000||Пощады!
   1061012|00000000||Развяжи меня! Быстрее!
    581145|00000000||На помощь!
    581222|00000000||Спасибо...
    584339|00000000||Тебя перевязать?
    581225|00000000||Я справлюсь.
    584342|00000000||Охотники могут вернуться...
    584344|00000000||Я их ждать не стану.
    584346|00000000||Удачи.
    584348|00000000||Мне пригодится.
    584658|00000000||Отступление? Мы ж войну не проиграли.
    584660|00000000||Тихо.
    584662|00000000||Весь Север лежал перед нами, как на тарелочке. Что случилось-то?
    584712|00000000||Заткнись, не то вздернут тебя за подстрекательство к бунту.
    580688|00000000||Сейчас здесь будут реданцы.
    577580|00000000||Решать надо немедленно. И если император промолчит, это сделает кто-то другой.
    577582|00000000||Как ты смеешь?!
    577589|00000000||Его величество был бы уже хладным трупом, если бы нынче ночью мои молодцы не задержали наемного убийцу.
    577591|00000000||И думаешь, это дает тебе право на наглость?
    577593|00000000||Я думаю, что следующее покушение - вопрос времени. И я не уверен, что нам удастся его предотвратить.
    577597|00000000||Ну что там с Иерархом Новиграда?
    577599|00000000||А что с ним?
    577613|00000000||Выход на заслуженный отдых, или сразу в Дарн Руах?
    577615|00000000||В его возрасте путешествие было бы непредсказуемым. И дорогостоящим.
    577617|00000000||Угу.
   1068673|00000000||Ну ладно. Пойдём.
    578175|00000000||А тебя кто научил?
    553330|00000000||Весемир. Давным-давно.
    562382|00000000||Как давно?
    553331|00000000||Очень. Когда я на полном серьезе собирался называть себя Геральт Роже Эрик дю От-Бельгарси.
    572394|00000000||Что? Ха-ха.
    578177|00000000||Я тебе вечером расскажу.
   1068675|00000000||Это тогда ты поспорил, что спрыгнешь на коня с крыши Каэр Морхена, и сломал ногу?
   1068677|00000000||Хм, а ты откуда знаешь?
   1068679|00000000||Эскель рассказывал. Но я бы хотела услышать твою версию. У тебя же наверняка есть какое-то разумное объяснение.
    584083|00000000||Свежий след... Медальон дрожит. Может, попробовать...
    172329|52a3f146||Крестьянин
    577437|00000000||Уж и мучается...
    577438|00000000||Старая волчиха.
    578820|00000000||Борется еще.
    578821|00000000||Знает, что сдохнет.
   1030982|d9a6387b||Темерский солдат
   1051892|00000000||Следы краснолюда...
    579138|00000000||Есть кому меня ждать.
    579129|00000000||Меня кое-кто ждет.
    579130|00000000||Трисс Меригольд? Не бойся, я не собираюсь ее преследовать.
    579126|00000000||Меня ждет Йеннифэр. Я ее не оставлю.
    579127|00000000||Понимаю.
    579897|00000000||Не твое дело.
    579901|00000000||Это не твое дело. Уже нет.
    580118|00000000||Хм-м.
